StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,att_1,att_2,connect_id,valence_4,sociality_4,comp_1,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,edu,edu_8_TEXT,participantId,condition,prompt
2024-07-14 13:49:58,2024-07-14 13:51:30,0,100,91,1,2024-07-14 13:51:30,R_5nJyoD0ANd4b9ER,anonymous,EN,,1,2,2,F3FD4441355E4F04B604F489DE8ADC1E,95,95,5,54,1,,3,,3,,F3FD4441355E4F04B604F489DE8ADC1E,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:50:26,2024-07-14 13:51:33,0,100,66,1,2024-07-14 13:51:33,R_6Ymp8X6alLlcX8N,anonymous,EN,1,1,2,2,F50C8AC24B8A44A687AD078C1345FDA7,100,100,5,40,2,,3,,4,,F50C8AC24B8A44A687AD078C1345FDA7,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:50:12,2024-07-14 13:51:39,0,100,86,1,2024-07-14 13:51:39,R_6hzlQa9lgvTX3B2,anonymous,EN,1,1,2,2,036D9C8010574494A5069728410F3D88,100,30,5,55,1,,3,,1,,036D9C8010574494A5069728410F3D88,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:48:32,2024-07-14 13:51:47,0,100,194,1,2024-07-14 13:51:48,R_1PyTG1U8elryYyJ,anonymous,EN,1,1,2,2,62838902987043DC8C214DA159DA012A,91,82,2,38,1,,2,,3,,62838902987043DC8C214DA159DA012A,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:50:22,2024-07-14 13:51:52,0,100,89,1,2024-07-14 13:51:52,R_1rZqsGeS9Vvo0QX,anonymous,EN,1,1,2,2,176175CB71BE4F899BC90A1854018057,90,90,2,60,1,,3,,6,,176175CB71BE4F899BC90A1854018057,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:50:13,2024-07-14 13:51:52,0,100,99,1,2024-07-14 13:51:52,R_6Oy3yNcAA7CntWt,anonymous,EN,1,1,2,2,BD7DEFFAB2FE427187D0203C26E25CC7,100,95,2,49,2,,3,,4,,BD7DEFFAB2FE427187D0203C26E25CC7,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:51:18,2024-07-14 13:52:00,0,100,42,1,2024-07-14 13:52:00,R_6aIHAMcaDRi8qrN,anonymous,EN,1,1,2,2,EE5B6ECBD0AB4F448E473BAE04F4D322,50,95,5,65,1,,3,,3,,EE5B6ECBD0AB4F448E473BAE04F4D322,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:51:11,2024-07-14 13:52:00,0,100,49,1,2024-07-14 13:52:01,R_193dWwldRFONoB3,anonymous,EN,1,1,2,2,A8474E7E96304FEB9E12181ECEDCA5DB,82,100,2,32,1,,2,,4,,A8474E7E96304FEB9E12181ECEDCA5DB,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:51:03,2024-07-14 13:52:04,0,100,61,1,2024-07-14 13:52:04,R_1hGPgwIRrEUwTp5,anonymous,EN,1,1,2,2,FC6B6A15681642238D14BEEB186A85C9,79,93,5,50,1,,3,,3,,FC6B6A15681642238D14BEEB186A85C9,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:51:05,2024-07-14 13:52:06,0,100,60,1,2024-07-14 13:52:06,R_1VqDy1E8ie6n3Bk,anonymous,EN,1,1,2,2,DD31DCBFA7F94CF5B0C73C153F995078,92,100,2,51,1,,3,,4,,DD31DCBFA7F94CF5B0C73C153F995078,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:48:36,2024-07-14 13:52:17,0,100,220,1,2024-07-14 13:52:17,R_53CeJmdRRzhNxtv,anonymous,EN,,1,2,2,3D063145E1D94AF29C826470C957BE90,72,96,5,33,1,,1,,4,,3D063145E1D94AF29C826470C957BE90,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:49:39,2024-07-14 13:52:32,0,100,173,1,2024-07-14 13:52:32,R_6cwKAhI4oHQcJ4o,anonymous,EN,1,1,2,2,FFC4B454D7694DBA8F627CAF97E748E3,70,100,2,60,2,,3,,1,,FFC4B454D7694DBA8F627CAF97E748E3,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:51:02,2024-07-14 13:52:32,0,100,90,1,2024-07-14 13:52:33,R_63p3epvF5n3KB8E,anonymous,EN,1,1,2,2,A8D975AFC40C41538EE0DC4EEB5FEAB1,90,60,5,21,2,,1,,1,,A8D975AFC40C41538EE0DC4EEB5FEAB1,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:51:26,2024-07-14 13:52:48,0,100,82,1,2024-07-14 13:52:49,R_1PidcFAIeVGMzTP,anonymous,EN,1,1,2,2,67BDDE6511CF4FE98EC06C34369CCE84,100,100,2,40,2,,3,,3,,67BDDE6511CF4FE98EC06C34369CCE84,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:52:14,2024-07-14 13:52:49,0,100,35,1,2024-07-14 13:52:50,R_72XrdEJbTv4haX7,anonymous,EN,1,1,2,2,BE2747F319524D8EBA46EBA1941F9DF3,64,82,2,26,1,,3,,5,,BE2747F319524D8EBA46EBA1941F9DF3,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:52:02,2024-07-14 13:52:51,0,100,49,1,2024-07-14 13:52:52,R_1n6gryksm6GLOOl,anonymous,EN,1,1,2,2,38ECF8C63491428CBF00DE3EED29D1BC,85,100,5,27,2,,3,,3,,38ECF8C63491428CBF00DE3EED29D1BC,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:51:41,2024-07-14 13:52:54,0,100,72,1,2024-07-14 13:52:55,R_6A0TjAt2wTba3Rb,anonymous,EN,1,1,2,2,2B9AA78ACEAC465593C8704A94832AC1,82,91,2,39,2,,"3,4",,5,,2B9AA78ACEAC465593C8704A94832AC1,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:47:54,2024-07-14 13:53:04,0,100,309,1,2024-07-14 13:53:04,R_3lYacmYZWJiFRvp,anonymous,EN,1,1,2,2,DDBDAB1F7A064D20BF141E8B48C0C19A,82,100,2,45,1,,4,,1,,DDBDAB1F7A064D20BF141E8B48C0C19A,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:52:13,2024-07-14 13:53:05,0,100,51,1,2024-07-14 13:53:05,R_3COrQYDE2ew91cy,anonymous,EN,1,1,2,2,612BF53D36E948BE8EC1F890A83E5BFB,75,62,2,52,2,,3,,3,,612BF53D36E948BE8EC1F890A83E5BFB,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:51:27,2024-07-14 13:53:06,0,100,98,1,2024-07-14 13:53:07,R_1mdBK4Zhp2SZwMA,anonymous,EN,1,1,2,2,F8DF3CAD316D4F439A7843444353D542,100,100,5,53,1,,3,,3,,F8DF3CAD316D4F439A7843444353D542,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:51:52,2024-07-14 13:53:46,0,100,113,1,2024-07-14 13:53:46,R_6dLJJOa827iw4RP,anonymous,EN,1,1,2,2,D07323F351CB4A4AB0D4DD00101EFB05,100,100,5,24,1,,3,,5,,D07323F351CB4A4AB0D4DD00101EFB05,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:53:06,2024-07-14 13:53:52,0,100,46,1,2024-07-14 13:53:53,R_3Bn7aicv8M2Y00W,anonymous,EN,1,1,2,2,F3E4684820F64349AED1D335DD0681BD,90,95,5,23,1,,"3,4",,1,,F3E4684820F64349AED1D335DD0681BD,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:52:49,2024-07-14 13:53:59,0,100,69,1,2024-07-14 13:53:59,R_5Eua2BcpFBvK3WN,anonymous,EN,1,1,2,2,1A51D8E2CE7049BDBE28693DAABBABF3,50,70,2,53,2,,3,,3,,1A51D8E2CE7049BDBE28693DAABBABF3,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:53:18,2024-07-14 13:54:09,0,100,51,1,2024-07-14 13:54:10,R_73ybDRhhDUUDzcL,anonymous,EN,1,1,2,2,C732514A9B2B44B5BE4F90AF4B0928D8,71,86,2,27,1,,3,,4,,C732514A9B2B44B5BE4F90AF4B0928D8,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:52:36,2024-07-14 13:54:15,0,100,98,1,2024-07-14 13:54:15,R_1QxT5evNgFW8uWF,anonymous,EN,1,1,2,2,57C67A9BB07340CB8907E686A2FA2D61,86,80,2,51,1,,3,,4,,57C67A9BB07340CB8907E686A2FA2D61,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:52:18,2024-07-14 13:54:18,0,100,120,1,2024-07-14 13:54:18,R_1wKqjdxPP0vU8yK,anonymous,EN,1,1,2,2,4EFF0F01D3F94531835DF155CC8B22DD,85,80,5,64,2,,6,American 4th Generation,3,,4EFF0F01D3F94531835DF155CC8B22DD,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:50:14,2024-07-14 13:54:19,0,100,245,1,2024-07-14 13:54:19,R_1fxh1wHMrSBKDxB,anonymous,EN,1,1,2,2,FDCFE88BBFD649DFA8A5DE7A0486503B,100,81,2,53,2,,1,,4,,FDCFE88BBFD649DFA8A5DE7A0486503B,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:52:51,2024-07-14 13:54:29,0,100,98,1,2024-07-14 13:54:30,R_6i43RMQk6zYA8I9,anonymous,EN,1,1,2,2,6D7A09522104408B9DFD18DFA29FE344,83,93,2,39,2,,2,,4,,6D7A09522104408B9DFD18DFA29FE344,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:53:53,2024-07-14 13:54:43,0,100,50,1,2024-07-14 13:54:43,R_35mpB2Cs7FhRXeV,anonymous,EN,1,1,2,2,84CC98185C3340199FBD2C2AE901580A,89,95,2,40,1,,3,,4,,84CC98185C3340199FBD2C2AE901580A,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:52:37,2024-07-14 13:54:48,0,100,131,1,2024-07-14 13:54:49,R_11NkWGsbx4jUfUl,anonymous,EN,1,1,2,2,09BF60420B074B23AEBA62FFC0074D83,75,90,5,31,1,,6,Native American,1,,09BF60420B074B23AEBA62FFC0074D83,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:52:31,2024-07-14 13:54:49,0,100,138,1,2024-07-14 13:54:50,R_2IlNR8Z13Q6bcIV,anonymous,EN,1,1,2,2,8A768CE9089847EF984F0CC67E29CE0C,81,80,5,63,1,,3,,4,,8A768CE9089847EF984F0CC67E29CE0C,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:52:13,2024-07-14 13:54:50,0,100,156,1,2024-07-14 13:54:51,R_7747w2ljuy81PiN,anonymous,EN,1,1,2,2,26641271883A4F37B2903F6A2C6E161A,100,100,2,35,1,,3,,4,,26641271883A4F37B2903F6A2C6E161A,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:48:45,2024-07-14 13:54:55,0,100,370,1,2024-07-14 13:54:56,R_3GBxqPNkmFqlti3,anonymous,EN,1,1,2,2,21100694638C4D7387B8AD7A9C9074C2,80,65,5,26,2,,1,,4,,21100694638C4D7387B8AD7A9C9074C2,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:54:41,2024-07-14 13:55:20,0,100,38,1,2024-07-14 13:55:20,R_1ItM9q6IskSq0Lv,anonymous,EN,1,1,2,2,C4889C469A494EFB8FC930E0A7EEF72E,80,81,5,23,2,,2,,4,,C4889C469A494EFB8FC930E0A7EEF72E,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:54:12,2024-07-14 13:55:21,0,100,68,1,2024-07-14 13:55:21,R_1SOThFistrprKpP,anonymous,EN,1,1,2,2,459AD67D0A9C49249D3051D4610AFB27,19,64,5,41,1,,5,,5,,459AD67D0A9C49249D3051D4610AFB27,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:53:48,2024-07-14 13:55:23,0,100,94,1,2024-07-14 13:55:23,R_1tUPkpiIt7TNBfj,anonymous,EN,1,1,2,2,148BCE8EC3FA40E1990F1B7018402078,100,100,2,71,2,,3,,4,,148BCE8EC3FA40E1990F1B7018402078,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:54:01,2024-07-14 13:55:31,0,100,89,1,2024-07-14 13:55:31,R_7NDJ1WLpKej0i4V,anonymous,EN,1,1,2,2,2AF7D0A0796C46AABD2458CB4DFAEF39,99,77,2,46,2,,3,,2,,2AF7D0A0796C46AABD2458CB4DFAEF39,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:55:01,2024-07-14 13:55:43,0,100,42,1,2024-07-14 13:55:44,R_6G7gyCCDTAmlZ0P,anonymous,EN,1,1,2,2,A93EAB13883345B5A3127A76B2B53F3B,86,99,2,43,2,,3,,5,,A93EAB13883345B5A3127A76B2B53F3B,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:54:56,2024-07-14 13:56:04,0,100,68,1,2024-07-14 13:56:05,R_5ccSAPGJb1jqc7L,anonymous,EN,1,1,2,2,2D796EA5F153478DA6A34507C8BD6359,59,80,5,47,1,,3,,3,,2D796EA5F153478DA6A34507C8BD6359,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:53:22,2024-07-14 13:56:10,0,100,167,1,2024-07-14 13:56:10,R_1eB8uRdzkuJBd85,anonymous,EN,1,1,2,2,682E399CC8AB495FADE1CCC9BF7BB180,40,91,5,42,2,,3,,4,,682E399CC8AB495FADE1CCC9BF7BB180,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:52:55,2024-07-14 13:56:12,0,100,196,1,2024-07-14 13:56:12,R_5XaEiKGdjoLfYZV,anonymous,EN,1,1,2,2,F74ADEA015734A8D9EC9C313E988DCA9,80,65,2,57,1,,3,,3,,F74ADEA015734A8D9EC9C313E988DCA9,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:55:25,2024-07-14 13:56:32,0,100,67,1,2024-07-14 13:56:33,R_3aftFjDIGv2TpTi,anonymous,EN,1,1,2,2,81B2894BDEEE4B29B85FF5F274634410,43,81,2,24,1,,3,,1,,81B2894BDEEE4B29B85FF5F274634410,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:54:35,2024-07-14 13:56:33,0,100,118,1,2024-07-14 13:56:33,R_1sb3wqx1qt2Y3ol,anonymous,EN,1,1,2,2,A70C8C69B64D440BA1444BFD44B79139,53,82,5,36,2,,4,,4,,A70C8C69B64D440BA1444BFD44B79139,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:55:17,2024-07-14 13:56:43,0,100,86,1,2024-07-14 13:56:44,R_7sU6QYIcmR3CeIW,anonymous,EN,1,1,2,2,27336542C185427EB7A9868B095C44B8,90,30,2,23,2,,"2,3",,4,,27336542C185427EB7A9868B095C44B8,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:44:49,2024-07-14 13:56:53,0,100,724,1,2024-07-14 13:56:54,R_1ahFSYJLQ9waELW,anonymous,EN,1,1,2,2,0DEB41871BB44BF8861B5DFC94BD4D76,30,50,5,39,2,,3,,4,,0DEB41871BB44BF8861B5DFC94BD4D76,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:56:03,2024-07-14 13:57:22,0,100,79,1,2024-07-14 13:57:23,R_3rB27GfUkzAn4vm,anonymous,EN,1,1,2,2,741D39B905E041D38944FF802CA6CE20,100,100,2,73,2,,3,,4,,741D39B905E041D38944FF802CA6CE20,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:55:22,2024-07-14 13:57:23,0,100,121,1,2024-07-14 13:57:23,R_6p9N4Cb1j7EAvKN,anonymous,EN,1,1,2,2,649E197E1BBA43738F7C84FD74DEAF65,100,100,2,44,2,,3,,6,,649E197E1BBA43738F7C84FD74DEAF65,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:57:03,2024-07-14 13:57:40,0,100,37,1,2024-07-14 13:57:41,R_7ZtHFvc8GHm0DXH,anonymous,EN,1,1,2,2,DE1EC6694BCA49DA8C28E574B5E168F5,97,73,2,45,2,,3,,5,,DE1EC6694BCA49DA8C28E574B5E168F5,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:49:47,2024-07-14 13:57:59,0,100,491,1,2024-07-14 13:57:59,R_3EYVWI2H0ow3zfp,anonymous,EN,1,1,2,2,1F7048F65E1F4584B1BA1351E0759EE9,61,85,5,29,1,,2,,4,,1F7048F65E1F4584B1BA1351E0759EE9,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:55:36,2024-07-14 13:58:16,0,100,159,1,2024-07-14 13:58:16,R_6zIu5DCtpio7GFP,anonymous,EN,1,1,2,2,7AD84D65067D42CC959DA29800E6D01F,75,100,5,59,1,,1,,3,,7AD84D65067D42CC959DA29800E6D01F,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:57:15,2024-07-14 13:58:16,0,100,61,1,2024-07-14 13:58:17,R_61RaFxLnUVjuvBp,anonymous,EN,1,1,2,2,EBAEB4E45EB34446B80001458F6888A3,98,94,5,73,2,,3,,4,,EBAEB4E45EB34446B80001458F6888A3,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:57:34,2024-07-14 13:58:24,0,100,50,1,2024-07-14 13:58:24,R_3SAzuhVTg5iyfBX,anonymous,EN,1,1,2,2,4292724505124C87B2E14272CDF99DB3,59,58,5,31,2,,3,,3,,4292724505124C87B2E14272CDF99DB3,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:56:02,2024-07-14 13:58:25,0,100,143,1,2024-07-14 13:58:26,R_390sw3WPvtLXCuA,anonymous,EN,1,1,2,2,3AC52CBC50AB48508580FCE92161CB52,80,90,5,28,2,,3,,7,,3AC52CBC50AB48508580FCE92161CB52,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:57:44,2024-07-14 13:58:39,0,100,54,1,2024-07-14 13:58:40,R_1TLxznZ9x6Hn3EJ,anonymous,EN,1,1,2,2,6CC9B9CD54704ADB8CA8B7425856FED3,89,27,2,67,2,,3,,4,,6CC9B9CD54704ADB8CA8B7425856FED3,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:56:55,2024-07-14 13:58:50,0,100,115,1,2024-07-14 13:58:51,R_7IHuXt0upnSO0tm,anonymous,EN,1,1,2,2,A92BF923FE0D40C68FE191B65FE760E4,80,60,2,44,2,,4,,5,,A92BF923FE0D40C68FE191B65FE760E4,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:58:07,2024-07-14 13:59:08,0,100,60,1,2024-07-14 13:59:08,R_5x35IMPpY8j44c9,anonymous,EN,1,1,2,2,5C8415C56CCC480190BDC2464B955AFE,92,75,2,26,1,,3,,1,,5C8415C56CCC480190BDC2464B955AFE,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:58:18,2024-07-14 13:59:23,0,100,65,1,2024-07-14 13:59:24,R_6zMxOvM5yefKVAR,anonymous,EN,1,1,2,2,758C5184A0E34222A34A4544D7732CD5,100,100,5,44,1,,"3,4",,4,,758C5184A0E34222A34A4544D7732CD5,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:58:47,2024-07-14 13:59:25,0,100,37,1,2024-07-14 13:59:25,R_3ryAmWiOGiOmDlL,anonymous,EN,1,1,2,2,7D2AA6C9DCAB4434A73654D7866D56DA,82,65,5,42,1,,3,,1,,7D2AA6C9DCAB4434A73654D7866D56DA,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:58:22,2024-07-14 13:59:30,0,100,67,1,2024-07-14 13:59:30,R_1yeL1HBdYXECqtI,anonymous,EN,1,1,2,2,8BD851996082479EBCFDE21AFE61FDFF,90,100,5,53,2,,3,,4,,8BD851996082479EBCFDE21AFE61FDFF,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:58:43,2024-07-14 13:59:34,0,100,50,1,2024-07-14 13:59:34,R_1lMumykJjUTmmuj,anonymous,EN,1,1,2,1,520B5474B71A43A49DE8631BEBCC3362,,,,,,,,,,,520B5474B71A43A49DE8631BEBCC3362,,
2024-07-14 13:57:36,2024-07-14 13:59:35,0,100,118,1,2024-07-14 13:59:35,R_7c8CSCjBIxQFeXf,anonymous,EN,1,1,2,2,74362BBD599943898148D82A7466C3E1,90,70,5,52,2,,3,,4,,74362BBD599943898148D82A7466C3E1,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:58:32,2024-07-14 13:59:39,0,100,66,1,2024-07-14 13:59:39,R_5jPt0dlRnLYF1ct,anonymous,EN,1,1,2,2,5EAE41980252458DBC27352875AEC7C3,99,25,5,48,2,,3,,2,,5EAE41980252458DBC27352875AEC7C3,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:59:06,2024-07-14 13:59:59,0,100,52,1,2024-07-14 13:59:59,R_6pya1U4TsrUkWts,anonymous,EN,1,1,2,2,31A3B353F99349B69A1901716886F069,76,83,2,26,2,,3,,1,,31A3B353F99349B69A1901716886F069,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:59:21,2024-07-14 14:00:05,0,100,43,1,2024-07-14 14:00:06,R_3tl4lc1ykKM1Myw,anonymous,EN,1,1,2,2,86BBCFFAC4114AFCA97A1C35DA33D73C,100,100,5,37,1,,3,,3,,86BBCFFAC4114AFCA97A1C35DA33D73C,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:58:50,2024-07-14 14:00:29,0,100,98,1,2024-07-14 14:00:29,R_5DvisLVFWKgVCGV,anonymous,EN,1,1,2,2,BBCDFBE8F6CB4932AC89941EF9DD66A8,50,24,2,40,2,,1,,3,,BBCDFBE8F6CB4932AC89941EF9DD66A8,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:58:19,2024-07-14 14:00:29,0,100,130,1,2024-07-14 14:00:30,R_1kyjnKgz3W4a2Q1,anonymous,EN,1,1,2,2,F4060AD7FAE547D18EAB288EC4BA45EE,94,89,2,51,2,,"1,4",,1,,F4060AD7FAE547D18EAB288EC4BA45EE,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:59:24,2024-07-14 14:00:30,0,100,65,1,2024-07-14 14:00:31,R_72nfBVzZ6Z9f4cx,anonymous,EN,1,1,2,2,7ED93AC13AE74431A611B56F597B328A,86,92,5,29,2,,3,,7,,7ED93AC13AE74431A611B56F597B328A,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:58:39,2024-07-14 14:00:41,0,100,122,1,2024-07-14 14:00:42,R_1Qxre45M36H7XC7,anonymous,EN,1,1,2,2,B424F30D3DF94AC6A8318D6C7019D283,81,67,2,54,2,,3,,3,,B424F30D3DF94AC6A8318D6C7019D283,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:59:30,2024-07-14 14:00:48,0,100,77,1,2024-07-14 14:00:48,R_57WjsoFphnjWlUw,anonymous,EN,1,1,2,2,3DAC67940E6E400FA43B274CC065F62B,29,100,5,48,2,,3,,3,,3DAC67940E6E400FA43B274CC065F62B,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 13:59:00,2024-07-14 14:01:12,0,100,131,1,2024-07-14 14:01:13,R_7M6xpjtRWbdKYjt,anonymous,EN,1,1,2,2,001400E1884C42678F8889EA2219D605,80,90,2,59,1,,1,,4,,001400E1884C42678F8889EA2219D605,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 14:00:05,2024-07-14 14:01:24,0,100,79,1,2024-07-14 14:01:25,R_10ASMQg2ub3Z2gS,anonymous,EN,1,1,2,2,6F5EC83A98E84AA79E8D97B4A7ADC0FE,85,66,2,41,2,,3,,4,,6F5EC83A98E84AA79E8D97B4A7ADC0FE,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 13:59:40,2024-07-14 14:01:27,0,100,106,1,2024-07-14 14:01:27,R_6PQoWeqLYksr8LD,anonymous,EN,1,1,2,2,C7DEBB5363474EEC96EB69334EB3A92C,50,96,5,36,2,,3,,2,,C7DEBB5363474EEC96EB69334EB3A92C,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 14:00:18,2024-07-14 14:01:29,0,100,70,1,2024-07-14 14:01:29,R_5uHWftDCBfhUDZW,anonymous,EN,1,1,2,2,73C9A33B152146C3B4EE43AC46030CC6,50,70,2,35,2,,3,,5,,73C9A33B152146C3B4EE43AC46030CC6,abstract,Consider the trait of prioritizing mutual understanding and ensuring that you feel heard and supported.
2024-07-14 14:00:38,2024-07-14 14:01:59,0,100,80,1,2024-07-14 14:01:59,R_7aOFSEWIEXk0YHz,anonymous,EN,1,1,2,2,4C3CC5E1105645CE990EDA8C088E5C32,100,85,5,38,1,,3,,3,,4C3CC5E1105645CE990EDA8C088E5C32,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
2024-07-14 14:01:12,2024-07-14 14:02:11,0,100,58,1,2024-07-14 14:02:11,R_3MbdbZ6040ymGTs,anonymous,EN,1,1,2,2,0320B3B1DD3C45D8AFF07F68D7C2EB4C,85,90,5,35,2,,3,,4,,0320B3B1DD3C45D8AFF07F68D7C2EB4C,concrete,Consider the trait of expressing tremendous excitement to see you and enthusiastically inviting you to do fun activities.
